AC010642.1	19	ENSG00000267216
AC010646.3	19	ENSG00000269095
AC010655.1	7	ENSG00000279916
AC011155.1	18	ENSG00000280098
AC011380.1	5	ENSG00000281227
AC011513.3	19	ENSG00000267881
AC011530.4	19	ENSG00000268434
AC012005.3	Y	ENSG00000279274
AC012005.4	Y	ENSG00000279287
AC012363.2	2	ENSG00000281676
AC013269.5	2	ENSG00000184761
AC013286.1	10	ENSG00000281042
AC013461.1	2	ENSG00000091436
AC015688.3	17	ENSG00000266728
AC016142.1	3	ENSG00000280141
AC016549.1	5	ENSG00000281325
AC016577.1	5	ENSG00000279646
AC016734.1	2	ENSG00000281071
AC016753.2	2	ENSG00000281331
AC017028.10	2	ENSG00000280260
AC017081.1	2	ENSG00000279921
AC018512.1	15	ENSG00000279808
AC018755.18	19	ENSG00000268500
AC018867.1	2	ENSG00000281192
AC018902.1	15	ENSG00000280817
AC019206.1	2	ENSG00000279229
AC021106.1	4	ENSG00000279386
AC022210.1	2	ENSG00000279992
AC022405.1	15	ENSG00000279084
AC022819.2	15	ENSG00000281635
AC024060.1	3	ENSG00000281584
AC024361.1	17	ENSG00000280575
AC024592.12	19	ENSG00000267740
AC025263.3	12	ENSG00000258052
AC026248.1	8	ENSG00000280151
AC026449.1	5	ENSG00000280329
AC037459.4	8	ENSG00000248235
AC055733.1	3	ENSG00000280127
AC055866.1	17	ENSG00000281079
AC063956.1	4	ENSG00000279857
AC064829.1	Y	ENSG00000279435
AC066615.1	15	ENSG00000259752
AC068533.7	7	ENSG00000249319
AC069063.1	3	ENSG00000279131
AC069063.2	3	ENSG00000279380
AC069368.3	15	ENSG00000249240
AC069499.1	3	ENSG00000280684
AC073072.1	7	ENSG00000281889
AC073130.2	7	ENSG00000281656
AC073333.1	7	ENSG00000280130
AC073610.5	12	ENSG00000255863
AC073657.1	15	ENSG00000279937
AC074033.1	3	ENSG00000281137
AC079355.1	7	ENSG00000275217
AC079907.1	12	ENSG00000281370
AC084219.2	19	ENSG00000267022
AC087350.1	8	ENSG00000281527
AC087392.1	17	ENSG00000281182
AC087651.1	17	ENSG00000281273
AC087651.2	17	ENSG00000281674
AC087762.1	15	ENSG00000279588
AC090154.1	8	ENSG00000278888
AC090498.1	7	ENSG00000279483
AC091180.1	17	ENSG00000281126
AC092159.1	2	ENSG00000280360
AC092384.1	16	ENSG00000280675
AC092718.1	16	ENSG00000279362
AC092835.2	2	ENSG00000233757
AC092881.1	12	ENSG00000279530
AC100821.2	8	ENSG00000280473
AC104057.1	7	ENSG00000280427
AC104073.2	7	ENSG00000280410
AC104389.1	11	ENSG00000279346
AC104389.2	11	ENSG00000279824
AC104532.2	19	ENSG00000267314
AC104534.3	19	ENSG00000268083
AC104581.1	17	ENSG00000281523
AC104650.2	4	ENSG00000281359
AC104981.1	17	ENSG00000278938
AC105009.1	8	ENSG00000281855
AC105052.2	7	ENSG00000279168
AC107081.1	2	ENSG00000280544
AC108925.1	8	ENSG00000279524
AC108938.5	2	ENSG00000257207
AC109344.1	2	ENSG00000279515
AC109486.1	5	ENSG00000280447
AC109829.1	2	ENSG00000233438
AC109829.2	2	ENSG00000280034
AC110602.1	17	ENSG00000281267
AC110615.1	4	ENSG00000279909
AC112719.2	4	ENSG00000280671
AC113404.1	5	ENSG00000254893
AC118758.1	7	ENSG00000268187
AC123512.1	12	ENSG00000279037
AC123512.2	12	ENSG00000280112
AC123512.3	12	ENSG00000282896
AC124312.1	15	ENSG00000279735
AC126407.1	15	ENSG00000281873
AC129492.1	17	ENSG00000279152
AC131263.1	11	ENSG00000280550
AC138028.1	16	ENSG00000280603
AC138969.4	16	ENSG00000183889
AC231657.1	X	ENSG00000280116
AC234582.1	1	ENSG00000279487
AC234582.2	1	ENSG00000279986
AC241377.2	1	ENSG00000281741
AC241585.2	1	ENSG00000281571
AC242988.1	1	ENSG00000278939
AC243756.1	1	ENSG00000270339
AC243945.1	14	ENSG00000279510
AC245100.1	1	ENSG00000280649
AC253572.1	1	ENSG00000278882
ACAA1	3	ENSG00000060971
ACAA2	18	ENSG00000167315
ACACA	17	ENSG00000278540
ACACB	12	ENSG00000076555
ACAD10	12	ENSG00000111271
ACAD11	3	ENSG00000240303
ACAD8	11	ENSG00000151498
ACAD9	3	ENSG00000177646
ACADL	2	ENSG00000115361
ACADM	1	ENSG00000117054
ACADS	12	ENSG00000122971
ACADSB	10	ENSG00000196177
ACADVL	17	ENSG00000072778
ACAN	15	ENSG00000157766
ACAP1	17	ENSG00000072818
ACAP2	3	ENSG00000114331
ACAP3	1	ENSG00000131584
ACAT1	11	ENSG00000075239
ACAT2	6	ENSG00000120437
ACBD3	1	ENSG00000182827
ACBD4	17	ENSG00000181513
ACBD5	10	ENSG00000107897
ACBD6	1	ENSG00000230124
ACBD7	10	ENSG00000176244
ACCS	11	ENSG00000110455
ACCSL	11	ENSG00000205126
ACD	16	ENSG00000102977
ACE	17	ENSG00000159640
ACE2	X	ENSG00000130234
ACER1	19	ENSG00000167769
ACER2	9	ENSG00000177076
ACER3	11	ENSG00000078124
ACHE	7	ENSG00000087085
ACIN1	14	ENSG00000100813
ACKR1	1	ENSG00000213088
ACKR2	3	ENSG00000144648
ACKR3	2	ENSG00000144476
ACKR4	3	ENSG00000129048
ACLY	17	ENSG00000131473
ACMSD	2	ENSG00000153086
ACO1	9	ENSG00000122729
ACO2	22	ENSG00000100412
ACOT1	14	ENSG00000184227
ACOT11	1	ENSG00000162390
ACOT12	5	ENSG00000172497
ACOT13	6	ENSG00000112304
ACOT2	14	ENSG00000119673
ACOT4	14	ENSG00000177465
ACOT6	14	ENSG00000205669
ACOT7	1	ENSG00000097021
ACOT8	20	ENSG00000101473
ACOT9	X	ENSG00000123130
ACOX1	17	ENSG00000161533
ACOX2	3	ENSG00000168306
ACOX3	4	ENSG00000087008
ACOXL	2	ENSG00000153093
ACP1	2	ENSG00000143727
ACP2	11	ENSG00000134575
ACP5	19	ENSG00000102575
ACP6	1	ENSG00000162836
ACPP	3	ENSG00000014257
ACPT	19	ENSG00000142513
ACR	22	ENSG00000100312
ACRBP	12	ENSG00000111644
ACRC	X	ENSG00000147174
ACRV1	11	ENSG00000134940
ACSBG1	15	ENSG00000103740
ACSBG2	19	ENSG00000130377
ACSF2	17	ENSG00000167107
ACSF3	16	ENSG00000176715
ACSL1	4	ENSG00000151726
ACSL3	2	ENSG00000123983
ACSL4	X	ENSG00000068366
ACSL5	10	ENSG00000197142
ACSL6	5	ENSG00000164398
ACSM1	16	ENSG00000166743
ACSM2A	16	ENSG00000183747
ACSM2B	16	ENSG00000066813
ACSM3	16	ENSG00000005187
ACSM4	12	ENSG00000215009
ACSM5	16	ENSG00000183549
ACSM6	10	ENSG00000173124
ACSS1	20	ENSG00000154930
ACSS2	20	ENSG00000131069
ACSS3	12	ENSG00000111058
ACTA1	1	ENSG00000143632
ACTA2	10	ENSG00000107796
ACTB	7	ENSG00000075624
ACTBL2	5	ENSG00000169067
ACTC1	15	ENSG00000159251
ACTG1	17	ENSG00000184009
ACTG2	2	ENSG00000163017
ACTL10	20	ENSG00000182584
ACTL6A	3	ENSG00000136518
ACTL6B	7	ENSG00000077080
ACTL7A	9	ENSG00000187003
ACTL7B	9	ENSG00000148156
ACTL8	1	ENSG00000117148
ACTL9	19	ENSG00000181786
ACTN1	14	ENSG00000072110
ACTN2	1	ENSG00000077522
ACTN3	11	ENSG00000248746
ACTN4	19	ENSG00000130402
ACTR10	14	ENSG00000131966
ACTR1A	10	ENSG00000138107
ACTR1B	2	ENSG00000115073
ACTR2	2	ENSG00000138071
ACTR3	2	ENSG00000115091
ACTR3B	7	ENSG00000133627
ACTR3C	7	ENSG00000106526
ACTR5	20	ENSG00000101442
ACTR6	12	ENSG00000075089
ACTR8	3	ENSG00000113812
ACTRT1	X	ENSG00000123165
ACTRT2	1	ENSG00000169717
ACTRT3	3	ENSG00000184378
ACVR1	2	ENSG00000115170
ACVR1B	12	ENSG00000135503
ACVR1C	2	ENSG00000123612
ACVR2A	2	ENSG00000121989
ACVR2B	3	ENSG00000114739
ACVRL1	12	ENSG00000139567
ACY1	3	ENSG00000243989
ACY3	11	ENSG00000132744
ACYP1	14	ENSG00000119640
ACYP2	2	ENSG00000170634
AD000671.6	19	ENSG00000267120
ADA	20	ENSG00000196839
ADAD1	4	ENSG00000164113
ADAD2	16	ENSG00000140955
ADAL	15	ENSG00000168803
ADAM10	15	ENSG00000137845
ADAM11	17	ENSG00000073670
ADAM12	10	ENSG00000148848
ADAM15	1	ENSG00000143537
ADAM17	2	ENSG00000151694
ADAM18	8	ENSG00000168619
ADAM19	5	ENSG00000135074
ADAM2	8	ENSG00000104755
ADAM20	14	ENSG00000134007
ADAM21	14	ENSG00000139985
ADAM22	7	ENSG00000008277
ADAM23	2	ENSG00000114948
ADAM28	8	ENSG00000042980
ADAM29	4	ENSG00000168594
ADAM30	1	ENSG00000134249
ADAM32	8	ENSG00000197140
ADAM33	20	ENSG00000149451
ADAM7	8	ENSG00000069206
ADAM8	10	ENSG00000151651
ADAM9	8	ENSG00000168615
ADAMDEC1	8	ENSG00000134028
ADAMTS1	21	ENSG00000154734
ADAMTS10	19	ENSG00000142303
ADAMTS12	5	ENSG00000151388
ADAMTS13	9	ENSG00000160323
ADAMTS14	10	ENSG00000138316
ADAMTS15	11	ENSG00000166106
ADAMTS16	5	ENSG00000145536
ADAMTS17	15	ENSG00000140470
ADAMTS18	16	ENSG00000140873
ADAMTS19	5	ENSG00000145808
ADAMTS2	5	ENSG00000087116
ADAMTS20	12	ENSG00000173157
ADAMTS3	4	ENSG00000156140
ADAMTS4	1	ENSG00000158859
ADAMTS5	21	ENSG00000154736
ADAMTS6	5	ENSG00000049192
ADAMTS7	15	ENSG00000136378
ADAMTS8	11	ENSG00000134917
ADAMTS9	3	ENSG00000163638
ADAMTSL1	9	ENSG00000178031
ADAMTSL2	9	ENSG00000197859
ADAMTSL3	15	ENSG00000156218
ADAMTSL4	1	ENSG00000143382
ADAMTSL5	19	ENSG00000185761
ADAP1	7	ENSG00000105963
ADAP2	17	ENSG00000184060
ADAR	1	ENSG00000160710
ADARB1	21	ENSG00000197381
ADARB2	10	ENSG00000185736
ADAT1	16	ENSG00000065457
ADAT2	6	ENSG00000189007
ADAT3	19	ENSG00000213638
ADCK1	14	ENSG00000063761
ADCK2	7	ENSG00000133597
ADCK3	1	ENSG00000163050
ADCK4	19	ENSG00000123815
ADCK5	8	ENSG00000173137
ADCY1	7	ENSG00000164742
ADCY10	1	ENSG00000143199
ADCY2	5	ENSG00000078295
ADCY3	2	ENSG00000138031
ADCY4	14	ENSG00000129467
ADCY5	3	ENSG00000173175
ADCY6	12	ENSG00000174233
ADCY7	16	ENSG00000121281
ADCY8	8	ENSG00000155897
ADCY9	16	ENSG00000162104
ADCYAP1	18	ENSG00000141433
ADCYAP1R1	7	ENSG00000078549
ADD1	4	ENSG00000087274
ADD2	2	ENSG00000075340
ADD3	10	ENSG00000148700
ADGB	6	ENSG00000118492
ADGRA1	10	ENSG00000197177
ADGRA2	8	ENSG00000020181
ADGRA3	4	ENSG00000152990
ADGRB1	8	ENSG00000181790
ADGRB2	1	ENSG00000121753
ADGRB3	6	ENSG00000135298
ADGRD1	12	ENSG00000111452
ADGRD2	9	ENSG00000180264
ADGRE1	19	ENSG00000174837
ADGRE2	19	ENSG00000127507
ADGRE3	19	ENSG00000131355
ADGRE5	19	ENSG00000123146
ADGRF1	6	ENSG00000153292
ADGRF2	6	ENSG00000164393
ADGRF3	2	ENSG00000173567
ADGRF4	6	ENSG00000153294
ADGRF5	6	ENSG00000069122
ADGRG1	16	ENSG00000205336
ADGRG2	X	ENSG00000173698
ADGRG3	16	ENSG00000182885
ADGRG4	X	ENSG00000156920
ADGRG5	16	ENSG00000159618
ADGRG6	6	ENSG00000112414
ADGRG7	3	ENSG00000144820
ADGRL1	19	ENSG00000072071
ADGRL2	1	ENSG00000117114
ADGRL3	4	ENSG00000150471
ADGRL4	1	ENSG00000162618
ADGRV1	5	ENSG00000164199
ADH1A	4	ENSG00000187758
ADH1B	4	ENSG00000196616
ADH1C	4	ENSG00000248144
ADH4	4	ENSG00000198099
ADH5	4	ENSG00000197894
ADH6	4	ENSG00000172955
ADH7	4	ENSG00000196344
ADHFE1	8	ENSG00000147576
ADI1	2	ENSG00000182551
ADIG	20	ENSG00000182035
ADIPOQ	3	ENSG00000181092
ADIPOR1	1	ENSG00000159346
ADIPOR2	12	ENSG00000006831
ADIRF	10	ENSG00000148671
ADK	10	ENSG00000156110
ADM	11	ENSG00000148926
ADM2	22	ENSG00000128165
ADM5	19	ENSG00000224420
ADNP	20	ENSG00000101126
ADNP2	18	ENSG00000101544
ADO	10	ENSG00000181915
ADORA1	1	ENSG00000163485
ADORA2A	22	ENSG00000128271
ADORA2B	17	ENSG00000170425
ADORA3	1	ENSG00000282608
ADPGK	15	ENSG00000159322
ADPRH	3	ENSG00000144843
ADPRHL1	13	ENSG00000153531
ADPRHL2	1	ENSG00000116863
ADPRM	17	ENSG00000170222
ADRA1A	8	ENSG00000120907
ADRA1B	5	ENSG00000170214
ADRA1D	20	ENSG00000171873
ADRA2A	10	ENSG00000150594
ADRA2B	2	ENSG00000274286
ADRA2C	4	ENSG00000184160
ADRB1	10	ENSG00000043591
ADRB2	5	ENSG00000169252
ADRB3	8	ENSG00000188778
ADRBK1	11	ENSG00000173020
ADRBK2	22	ENSG00000100077
ADRM1	20	ENSG00000130706
ADSL	22	ENSG00000239900
ADSS	1	ENSG00000035687
ADSSL1	14	ENSG00000185100
ADTRP	6	ENSG00000111863
AEBP1	7	ENSG00000106624
AEBP2	12	ENSG00000139154
AEN	15	ENSG00000181026
AES	19	ENSG00000104964
AF011889.5	X	ENSG00000241489
AF111168.2	14	ENSG00000280308
AF131216.1	8	ENSG00000280273
AF165138.7	21	ENSG00000243440
AFAP1	4	ENSG00000196526
AFAP1L1	5	ENSG00000157510
AFAP1L2	10	ENSG00000169129
AFF1	4	ENSG00000172493
AFF2	X	ENSG00000155966
AFF3	2	ENSG00000144218
AFF4	5	ENSG00000072364
AFG3L2	18	ENSG00000141385
AFM	4	ENSG00000079557
AFMID	17	ENSG00000183077
AFP	4	ENSG00000081051
AFTPH	2	ENSG00000119844
AGA	4	ENSG00000038002
AGAP1	2	ENSG00000157985
AGAP2	12	ENSG00000135439
AGAP3	7	ENSG00000133612
AGAP4	10	ENSG00000188234
AGAP5	10	ENSG00000172650
AGAP6	10	ENSG00000204149
AGAP9	10	ENSG00000204172
AGBL1	15	ENSG00000166748
AGBL2	11	ENSG00000165923
AGBL3	7	ENSG00000146856
AGBL4	1	ENSG00000186094
AGBL5	2	ENSG00000084693
AGER	6	ENSG00000204305
AGFG1	2	ENSG00000173744
AGFG2	7	ENSG00000106351
AGGF1	5	ENSG00000164252
AGK	7	ENSG00000006530
AGL	1	ENSG00000162688
AGMAT	1	ENSG00000116771
AGMO	7	ENSG00000187546
AGO1	1	ENSG00000092847
AGO2	8	ENSG00000123908
AGO3	1	ENSG00000126070
AGO4	1	ENSG00000134698
AGPAT1	6	ENSG00000204310
AGPAT2	9	ENSG00000169692
AGPAT3	21	ENSG00000160216
AGPAT4	6	ENSG00000026652
AGPAT5	8	ENSG00000155189
AGPS	2	ENSG00000018510
AGR2	7	ENSG00000106541
AGR3	7	ENSG00000173467
AGRN	1	ENSG00000188157
AGRP	16	ENSG00000159723
AGT	1	ENSG00000135744
AGTPBP1	9	ENSG00000135049
AGTR1	3	ENSG00000144891
AGTR2	X	ENSG00000180772
AGTRAP	1	ENSG00000177674
AGXT	2	ENSG00000172482
AGXT2	5	ENSG00000113492
AHCTF1	1	ENSG00000153207
AHCY	20	ENSG00000101444
AHCYL1	1	ENSG00000168710
AHCYL2	7	ENSG00000158467
AHDC1	1	ENSG00000126705
AHI1	6	ENSG00000135541
AHNAK	11	ENSG00000124942
AHNAK2	14	ENSG00000185567
AHR	7	ENSG00000106546
AHRR	5	ENSG00000063438
AHSA1	14	ENSG00000100591
AHSA2	2	ENSG00000173209
AHSG	3	ENSG00000145192
AHSP	16	ENSG00000169877
AICDA	12	ENSG00000111732
AIDA	1	ENSG00000186063
AIF1	6	ENSG00000204472
AIF1L	9	ENSG00000126878
AIFM1	X	ENSG00000156709
AIFM2	10	ENSG00000042286
AIFM3	22	ENSG00000183773
AIG1	6	ENSG00000146416
AIM1	6	ENSG00000112297
AIM1L	1	ENSG00000176092
AIM2	1	ENSG00000163568
AIMP1	4	ENSG00000164022
AIMP2	7	ENSG00000106305
AIP	11	ENSG00000110711
AIPL1	17	ENSG00000129221
AIRE	21	ENSG00000160224
AJ239318.1	21	ENSG00000280108
AJAP1	1	ENSG00000196581
AJUBA	14	ENSG00000129474
AK1	9	ENSG00000106992
AK2	1	ENSG00000004455
AK3	9	ENSG00000147853
AK4	1	ENSG00000162433
AK5	1	ENSG00000154027
AK6	5	ENSG00000085231
AK7	14	ENSG00000140057
AK8	9	ENSG00000165695
AK9	6	ENSG00000155085
AKAP1	17	ENSG00000121057
AKAP10	17	ENSG00000108599
AKAP11	13	ENSG00000023516
AKAP12	6	ENSG00000131016
AKAP13	15	ENSG00000170776
AKAP14	X	ENSG00000186471
AKAP17A	X	ENSG00000197976
AKAP2	9	ENSG00000241978
AKAP3	12	ENSG00000111254
AKAP4	X	ENSG00000147081
AKAP5	14	ENSG00000179841
AKAP6	14	ENSG00000151320
AKAP7	6	ENSG00000118507
AKAP8	19	ENSG00000105127
AKAP8L	19	ENSG00000011243
AKAP9	7	ENSG00000127914
AKIP1	11	ENSG00000166452
AKIRIN1	1	ENSG00000174574
AKIRIN2	6	ENSG00000135334
AKNA	9	ENSG00000106948
AKNAD1	1	ENSG00000162641
AKR1A1	1	ENSG00000117448
AKR1B1	7	ENSG00000085662
AKR1B10	7	ENSG00000198074
AKR1B15	7	ENSG00000227471
AKR1C1	10	ENSG00000187134
AKR1C2	10	ENSG00000151632
AKR1C3	10	ENSG00000196139,ENSG00000282883
AKR1C4	10	ENSG00000198610
AKR1D1	7	ENSG00000122787
AKR1E2	10	ENSG00000165568
AKR7A2	1	ENSG00000053371
AKR7A3	1	ENSG00000162482
AKR7L	1	ENSG00000211454
AKT1	14	ENSG00000142208
AKT1S1	19	ENSG00000204673
AKT2	19	ENSG00000105221
AKT3	1	ENSG00000117020
AKTIP	16	ENSG00000166971
AL008723.1	22	ENSG00000279219
AL021546.6	12	ENSG00000111780
AL022578.1	X	ENSG00000279988
AL023806.1	6	ENSG00000280184
AL023875.1	X	ENSG00000279849
AL049794.1	20	ENSG00000280240
AL049872.1	14	ENSG00000279963
AL109927.1	1	ENSG00000278868
AL133335.1	20	ENSG00000280041
AL133475.1	6	ENSG00000281602
AL135745.1	14	ENSG00000279654
AL135842.1	1	ENSG00000279850
AL136097.1	9	ENSG00000279007
AL137164.1	14	ENSG00000281282
AL137860.1	1	ENSG00000280403
AL138706.2	13	ENSG00000279238
AL138751.1	9	ENSG00000281760
AL139333.1	6	ENSG00000281446
AL158839.1	1	ENSG00000279230
AL162426.1	9	ENSG00000279363
AL354828.1	13	ENSG00000279282
AL354828.2	13	ENSG00000280175
AL356135.1	6	ENSG00000279892
AL356289.1	1	ENSG00000279096
AL356585.2	13	ENSG00000279081
AL357140.1	1	ENSG00000280113
AL358852.1	6	ENSG00000278899
AL360294.1	1	ENSG00000279261
AL365181.2	1	ENSG00000280316
AL365202.1	9	ENSG00000279745
AL365273.1	10	ENSG00000282889
AL445183.1	1	ENSG00000279054
AL513412.1	9	ENSG00000282960
AL513523.2	1	ENSG00000279767
AL589743.1	14	ENSG00000279508
AL590235.1	4	ENSG00000280230
AL591806.1	1	ENSG00000278883
AL596220.1	1	ENSG00000279374
AL645728.1	1	ENSG00000279244
AL645922.1	6	ENSG00000279546
AL928654.7	14	ENSG00000257341
ALAD	9	ENSG00000148218
ALAS1	3	ENSG00000023330
ALAS2	X	ENSG00000158578
ALB	4	ENSG00000163631
ALCAM	3	ENSG00000170017
ALDH16A1	19	ENSG00000161618
ALDH18A1	10	ENSG00000059573
ALDH1A1	9	ENSG00000165092
ALDH1A2	15	ENSG00000128918
ALDH1A3	15	ENSG00000184254
ALDH1B1	9	ENSG00000137124
ALDH1L1	3	ENSG00000144908
ALDH1L2	12	ENSG00000136010
ALDH2	12	ENSG00000111275
ALDH3A1	17	ENSG00000108602
ALDH3A2	17	ENSG00000072210
ALDH3B1	11	ENSG00000006534
ALDH3B2	11	ENSG00000132746
ALDH4A1	1	ENSG00000159423
ALDH5A1	6	ENSG00000112294
ALDH6A1	14	ENSG00000119711
ALDH7A1	5	ENSG00000164904
ALDH8A1	6	ENSG00000118514
ALDH9A1	1	ENSG00000143149
ALDOA	16	ENSG00000149925
ALDOB	9	ENSG00000136872
ALDOC	17	ENSG00000109107
ALG1	16	ENSG00000033011
ALG10	12	ENSG00000139133
ALG10B	12	ENSG00000175548
ALG11	13	ENSG00000253710
ALG12	22	ENSG00000182858
ALG13	X	ENSG00000101901
ALG14	1	ENSG00000172339
ALG1L	3	ENSG00000189366
ALG1L2	3	ENSG00000251287
ALG2	9	ENSG00000119523
ALG3	3	ENSG00000214160
ALG5	13	ENSG00000120697
ALG6	1	ENSG00000088035
ALG8	11	ENSG00000159063
ALG9	11	ENSG00000086848
ALK	2	ENSG00000171094
ALKBH1	14	ENSG00000100601
ALKBH2	12	ENSG00000189046
ALKBH3	11	ENSG00000166199
ALKBH4	7	ENSG00000160993
ALKBH5	17	ENSG00000091542
ALKBH6	19	ENSG00000239382
ALKBH7	19	ENSG00000125652
ALKBH8	11	ENSG00000137760
ALLC	2	ENSG00000151360
ALMS1	2	ENSG00000116127
ALOX12	17	ENSG00000108839
